image_path,ground_truth,predicted_text,cer,wer
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0149.png,6,6,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0179.png,M,M,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0099.png,9,9,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0147.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0065.png,6,6,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0014.png,T,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0006.png,9,9,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0231.png,B,B,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0215.png,T,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0048.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0111.png,N,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0151.png,6,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0044.png,8,8,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0096.png,X,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0171.png,L,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0168.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0172.png,8,8,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0155.png,L,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0108.png,5,5,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0084.png,3,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0005.png,K,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0128.png,7,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0143.png,W,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0030.png,0,0,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0025.png,9,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0224.png,H,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0034.png,0,OJ,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0035.png,9,9,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0078.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0101.png,H,H,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0003.png,5,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0156.png,2,2,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0094.png,2,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0229.png,3,3,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0110.png,M,M,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0198.png,D,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0045.png,T,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0042.png,H,H,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0109.png,1,1,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0195.png,3,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0228.png,R,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0101.png,2,2,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0168.png,D,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0136.png,9,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0029.png,C,C,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0078.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0072.png,L,L,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0077.png,A,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0125.png,M,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0018.png,9,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0135.png,3,3,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0218.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0193.png,2,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0206.png,T,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0144.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0101.png,6,6,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0183.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0034.png,7,7,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0025.png,7,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0159.png,L,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0110.png,0,0,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0003.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0001.png,M,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0156.png,5,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0050.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0097.png,4,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0085.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0077.png,J,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0020.png,A,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0050.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0058.png,R,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0185.png,M,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0034.png,E,E,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0213.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0060.png,9,9,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0042.png,2,2,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0214.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0217.png,B,B,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0023.png,3,5,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0042.png,9,9,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0102.png,6,6,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0134.png,N,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0132.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0120.png,K,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0096.png,C,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0204.png,M,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0030.png,D,I,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0086.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0132.png,2,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0084.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0156.png,0,0,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0084.png,B,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0072.png,G,6,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0149.png,B,B,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0089.png,Z,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0213.png,6,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0226.png,6,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0141.png,6,6,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0177.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0236.png,H,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0050.png,H,H,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0039.png,H,H,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0190.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0223.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0178.png,G,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0045.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0137.png,H,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0119.png,0,0,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0031.png,3,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0228.png,H,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0021.png,C,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0215.png,H,H,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0030.png,J,J,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0017.png,N,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0017.png,A,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0119.png,8,8,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0219.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0181.png,A,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0019.png,B,B,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0178.png,6,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0233.png,H,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0081.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0066.png,B,B,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0146.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0115.png,2,2,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0053.png,E,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0119.png,4,L,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0123.png,T,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0076.png,2,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0159.png,5,5,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0162.png,8,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0154.png,M,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0191.png,L,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0155.png,K,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0066.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0008.png,U,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0120.png,L,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0084.png,4,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0076.png,B,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0037.png,K,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0112.png,6,6,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0159.png,4,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0136.png,9,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0030.png,9,9,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0211.png,M,M,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0167.png,G,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0192.png,4,4,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0019.png,H,H,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0109.png,T,T,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0099.png,U,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0061.png,F,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0101.png,B,3,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0045.png,9,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0130.png,9,9,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0000.png,5,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0102.png,D,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0224.png,6,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0051.png,C,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0142.png,A,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0091.png,A,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0218.png,N,M,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0140.png,H,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0016.png,3,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0053.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0013.png,B,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0109.png,5,5,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0116.png,R,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0120.png,5,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0115.png,9,9,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0150.png,2,2,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0118.png,J,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0236.png,8,8,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0048.png,4,A,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0145.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0077.png,3,3,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0097.png,M,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0078.png,5,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0103.png,1,1,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0172.png,K,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0122.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0074.png,0,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0176.png,1,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0091.png,L,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0173.png,5,5,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0105.png,S,5,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0060.png,6,6,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0030.png,5,5,0.0,0.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0013.png,5,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0161.png,7,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0134.png,5,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0151.png,K,,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0015.png,D,1,1.0,1.0
/Users/maksim/Desktop/TETE/Summer_practice/data/raw/Dataset5/archive/LP-characters/images/0038.png,C,,1.0,1.0
